"BehaviorSpace results (NetLogo 6.1.2-beta2)"
"SIsaR_0.9.5.2TRIALS_wave1changeWorld.nlogo"
"experiments 2 seeds"
"12/08/2020 22:12:16:015 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","50","0","50"
"[run number]","run#","[step]","seed0","seed","cp1cRed","cp1cRedNH","cp1cViolet","cp1cVioletNH","cp1cDead","cp2cRed","cp2cRedNH","cp2cViolet","cp2cVioletNH","cp2cDead","cp3cRed","cp3cRedNH","cp3cViolet","cp3cVioletNH","cp3cDead","cp4cRed","cp4cRedNH","cp4cViolet","cp4cVioletNH","cp4cDead","cp5cRed","cp5cRedNH","cp5cViolet","cp5cVioletNH","cp5cDead","cp6cRed","cp6cRedNH","cp6cViolet","cp6cVioletNH","cp6cDead","cumulativeRedCount","cumulativeVioletCount","cumulativeDeadCount","ticks","TinfSch","SinfSch","TinfNotSch","SinfNotSch"
"246","246","142","87056529","46305595","37","1","82","0","1","297","45","336","7","4","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","299","336","5","143","0","0","4","7"
"245","245","265","22641883","28594231","7","1","12","0","0","69","8","85","3","0","150","8","259","3","2","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","155","264","2","266","0","2","1","7"
"248","248","194","63887808","59521753","16","12","15","3","1","70","15","75","3","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","82","80","1","195","0","0","1","3"
"247","247","332","56223644","11939986","20","2","27","0","1","134","22","198","5","2","287","22","553","5","5","303","22","591","5","6","0","0","0","0","0","0","0","0","0","0","303","592","6","333","0","0","5","7"
"250","250","21","70645269","99470402","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","0","2","0","22","0","0","0","1"
"249","249","353","19932618","17314420","15","0","20","0","0","183","23","238","5","1","248","23","395","5","2","262","23","411","5","2","0","0","0","0","0","0","0","0","0","0","264","412","2","354","0","0","2","8"
"251","251","163","35550718","14919681","4","0","1","0","0","9","0","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","10","6","0","164","0","0","0","0"
"252","252","65","41826984","39484381","4","2","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","10","3","0","66","0","0","0","0"
"253","253","81","83444192","32435570","3","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","6","7","1","82","1","0","0","1"
"254","254","64","54220114","11372763","1","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","1","5","0","65","0","0","0","0"
"255","255","297","88553040","16715137","3","0","5","0","0","15","0","20","0","1","27","0","34","0","2","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","32","38","2","298","0","0","1","1"
"256","256","345","5343568","16062291","12","9","3","1","0","53","11","54","1","1","132","11","286","1","2","168","11","325","1","2","0","0","0","0","0","0","0","0","0","0","169","325","2","346","0","0","2","2"
"257","257","209","215854","37819718","23","1","70","0","1","199","25","289","9","5","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","240","375","5","210","0","0","5","4"
"258","258","289","80037021","84041649","22","12","25","2","1","358","46","539","8","11","551","59","824","11","20","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","558","825","20","290","0","0","11","16"
"260","260","87","49153051","90370593","0","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","9","11","0","88","0","0","0","2"
"259","259","354","46272250","37916310","13","9","15","5","0","136","16","159","5","0","283","16","520","5","0","345","16","595","5","2","0","0","0","0","0","0","0","0","0","0","346","596","2","355","0","0","2","11"
"261","261","379","61116434","61339759","4","2","7","0","0","89","31","170","13","4","328","31","681","13","6","368","31","740","13","6","0","0","0","0","0","0","0","0","0","0","368","740","6","380","1","1","3","5"
"262","262","350","54409976","38975105","20","9","16","4","0","110","13","264","5","2","273","50","589","14","4","292","54","613","15","5","0","0","0","0","0","0","0","0","0","0","294","613","5","351","1","0","5","9"
"264","264","205","60846527","82076052","6","0","6","0","0","24","0","23","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","34","29","0","206","0","0","1","3"
"263","263","370","85986510","29785453","33","3","93","1","0","244","31","363","7","5","338","31","609","7","5","358","31","656","7","6","0","0","0","0","0","0","0","0","0","0","358","656","6","371","0","1","3","10"
"266","266","93","55582078","45819537","2","0","1","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","6","4","1","94","0","0","0","1"
"265","265","314","76143874","2839616","40","3","72","1","0","304","43","384","9","3","374","43","519","9","3","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","385","526","4","315","0","0","6","4"
"267","267","155","50868581","95565310","3","0","6","0","0","37","0","86","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","38","87","0","156","0","0","0","0"
"269","269","172","6600511","22178653","18","16","10","6","0","116","17","134","6","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","119","137","2","173","0","0","0","1"
"270","270","178","26451909","65908392","27","1","82","0","0","233","71","368","20","3","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","247","383","3","179","0","0","2","3"
"268","268","350","22420521","45895524","25","2","108","1","0","303","30","340","10","9","456","30","709","10","11","498","30","737","10","15","0","0","0","0","0","0","0","0","0","0","499","738","15","351","0","0","4","11"
"272","272","346","55865845","34674432","32","2","84","0","0","308","29","382","3","5","390","29","666","3","5","402","29","677","3","5","0","0","0","0","0","0","0","0","0","0","403","678","5","347","1","0","8","16"
"271","271","481","34663950","31822606","5","0","10","0","0","140","0","186","0","1","460","6","799","4","5","542","6","875","4","8","0","0","0","0","0","0","0","0","0","0","544","875","8","482","1","4","5","8"
"273","273","263","79850536","82444881","5","0","7","0","0","132","14","152","1","4","174","14","269","1","4","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","177","270","4","264","0","0","2","6"
"275","275","296","2432087","97263244","11","0","22","0","0","266","11","341","3","1","293","11","393","3","1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","294","397","1","297","0","0","3","8"
"274","274","430","80399319","76484284","14","0","43","0","0","150","0","249","0","1","265","0","521","0","2","330","0","591","0","6","0","0","0","0","0","0","0","0","0","0","334","597","6","431","3","3","9","12"
"277","277","102","73764740","94382228","4","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","16","19","0","103","0","1","1","1"
"278","278","93","15980741","18897461","6","0","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","15","16","0","94","0","0","0","1"
"279","279","78","21197630","20780763","3","0","7","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","12","9","0","79","0","0","0","0"
"280","280","110","22969324","23396646","4","0","1","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","9","14","0","111","0","0","0","1"
"276","276","297","20276280","2149441","8","0","9","0","0","123","0","226","0","0","219","0","490","0","0","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","221","494","0","298","0","0","5","5"
"281","281","78","9167503","71193185","1","0","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","6","13","0","79","0","1","1","1"
"283","283","429","82857733","13741696","2","0","5","0","0","128","0","317","0","6","235","0","472","0","6","313","21","641","3","7","0","0","0","0","0","0","0","0","0","0","317","646","7","430","0","1","2","5"
"282","282","518","80521452","80167401","2","0","2","0","0","31","0","27","0","1","40","0","36","0","1","264","0","491","0","3","0","0","0","0","0","0","0","0","0","0","277","504","3","519","1","4","5","5"
"284","284","374","70758801","47890039","7","0","10","0","0","145","24","157","9","3","270","24","486","9","3","415","24","716","9","5","0","0","0","0","0","0","0","0","0","0","415","716","5","375","0","1","6","13"
"286","286","95","84081138","28365041","2","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","5","12","0","96","0","0","0","1"
"287","287","115","71589276","61926128","15","2","57","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","141","169","2","116","0","0","1","0"
"285","285","522","79976764","86405238","13","9","6","2","0","69","25","53","9","0","151","25","257","9","3","361","33","751","13","8","0","0","0","0","0","0","0","0","0","0","364","751","8","523","1","4","9","8"
"289","289","76","52705590","22999832","4","0","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","16","18","0","77","0","0","1","1"
"288","288","217","47534893","32548769","3","0","8","0","0","25","0","61","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","50","104","1","218","0","0","0","2"
"290","290","349","14346018","51276530","24","0","65","1","2","519","47","744","11","10","631","51","958","12","11","634","51","966","12","11","0","0","0","0","0","0","0","0","0","0","635","967","11","350","0","0","10","23"
"291","291","324","97532540","53151293","8","4","15","1","0","299","19","494","5","4","648","57","973","12","10","652","57","982","12","10","0","0","0","0","0","0","0","0","0","0","652","982","10","325","0","0","12","28"
"292","292","224","10762920","71515990","1","0","3","0","0","40","0","71","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","53","113","1","225","1","0","0","3"
"294","294","79","63339589","71441119","1","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","4","9","0","80","0","0","0","0"
"295","295","43","73569633","75241069","4","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","4","0","0","44","0","0","0","0"
"296","296","142","63245356","79931160","4","0","8","0","0","14","0","29","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","15","29","0","143","0","1","0","2"
"293","293","306","5025340","47360032","4","0","7","0","0","87","35","175","7","1","334","46","698","12","4","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","342","710","5","307","0","0","3","5"
"297","297","150","70348077","27132096","3","0","8","0","0","63","36","34","9","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","63","35","0","151","0","0","0","1"
"298","298","77","67341696","78590667","1","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","26","12","1","78","0","0","0","0"
"299","299","56","38182568","35014483","2","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","3","2","0","57","0","0","0","1"
"301","301","58","60622963","73696082","3","0","1","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","3","2","0","59","0","0","0","0"
"302","302","139","98658449","36754033","5","0","4","0","0","76","10","162","2","3","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","76","163","3","140","0","0","1","2"
"300","300","275","60508639","25377556","2","0","3","0","0","29","0","42","0","0","95","13","172","3","0","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","113","176","1","276","0","0","1","1"
"304","304","13","92445472","86936483","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","0","2","0","14","0","0","0","0"
"305","305","63","53186066","33895067","6","0","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","9","13","0","64","0","0","1","0"
"306","306","96","66851496","61148650","2","0","1","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","6","5","0","97","0","0","0","1"
"307","307","70","95668735","49102842","2","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","4","4","0","71","0","0","0","0"
"303","303","325","46664650","15703649","8","0","4","0","0","87","0","182","0","0","196","0","464","0","1","216","0","497","0","1","0","0","0","0","0","0","0","0","0","0","216","497","1","326","1","0","2","4"
"308","308","346","20351835","71629555","29","3","49","1","0","202","36","289","9","0","282","36","513","9","0","303","36","549","9","0","0","0","0","0","0","0","0","0","0","0","303","550","0","347","0","1","4","7"
"310","310","103","94069155","61876304","4","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","22","11","0","104","0","0","0","0"
"309","309","362","91365644","64129267","22","0","57","0","0","132","42","188","7","1","239","42","438","7","2","331","42","605","7","3","0","0","0","0","0","0","0","0","0","0","335","606","3","363","0","0","0","7"
"312","312","105","20906731","26839830","2","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","10","8","0","106","0","0","1","0"
"313","313","111","35361273","94673429","2","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","14","7","0","112","0","1","0","2"
"311","311","240","70141794","38456964","23","0","59","0","0","200","32","249","4","3","229","32","331","4","3","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","229","331","3","241","0","0","5","3"
"315","315","90","69890957","99759030","5","0","1","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","7","2","0","91","0","0","0","0"
"314","314","139","43670757","8119684","1","0","6","0","0","7","0","14","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","7","15","0","140","0","0","0","0"
"316","316","242","60416557","88556219","41","0","140","0","0","290","65","522","15","4","345","65","664","15","4","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","345","664","4","243","0","0","6","4"
"318","318","130","51332229","41708152","0","0","11","0","0","58","0","178","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","58","178","0","131","0","0","1","0"
"317","317","392","93316989","60202510","1","0","3","0","0","71","65","27","11","0","165","65","239","11","1","266","65","467","11","2","0","0","0","0","0","0","0","0","0","0","267","468","2","393","1","0","2","2"
"320","320","147","24022760","80194217","16","1","57","0","0","190","39","224","14","3","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","192","224","4","148","0","0","5","10"
"319","319","319","71363536","58635763","17","1","78","0","0","312","49","398","18","6","584","49","887","18","10","641","49","958","18","10","0","0","0","0","0","0","0","0","0","0","641","958","10","320","2","6","10","25"
"321","321","237","73366567","76782576","65","1","155","0","1","347","68","520","23","6","423","68","644","23","9","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","423","644","9","238","0","0","11","7"
"322","322","112","40594251","56620824","18","2","45","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","147","136","1","113","0","0","4","3"
"323","323","158","15083374","68334524","1","0","2","0","0","7","0","6","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","8","7","0","159","0","0","0","1"
"324","324","180","59452542","49943128","29","2","76","0","1","255","48","327","6","6","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","259","330","6","181","0","0","4","5"
"325","325","207","84823240","80553633","2","0","5","0","0","55","0","47","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","58","50","1","208","0","0","1","1"
"327","327","108","91065144","36808297","4","0","6","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","26","24","1","109","1","3","1","1"
"326","326","296","33560941","97553179","4","0","11","0","0","76","0","129","0","1","134","0","266","0","2","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","137","269","2","297","0","0","2","3"
"328","328","228","25906802","27440690","27","3","68","0","0","245","60","330","13","4","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","308","466","4","229","0","0","1","12"
"330","330","186","90387413","13250122","68","14","132","2","0","326","52","387","10","5","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","328","395","5","187","0","0","5","3"
"331","331","74","94484577","14012329","4","1","7","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","22","24","0","75","0","0","0","0"
"332","332","75","51793122","59627522","0","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","1","8","0","76","1","1","0","1"
"329","329","467","26070372","41160164","1","0","2","0","0","8","0","6","0","0","194","7","278","2","0","334","33","502","10","4","0","0","0","0","0","0","0","0","0","0","334","502","4","468","0","2","1","10"
"333","333","64","29789217","86269717","5","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","7","4","0","65","0","1","0","1"
"334","334","85","18730406","2011063","5","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","12","14","0","86","0","0","0","1"
"335","335","71","72743254","71102915","1","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","5","5","0","72","0","2","1","1"
"336","336","90","63688935","78444725","1","0","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","11","7","0","91","2","1","0","1"
"338","338","99","24968755","11561424","4","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","7","8","0","100","0","0","0","1"
"339","339","57","12192893","68996113","0","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","0","4","0","58","0","0","0","1"
"340","340","70","23495786","87528786","3","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","5","5","0","71","0","1","0","1"
"341","341","64","61260772","99924107","6","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","7","5","0","65","0","0","0","1"
"342","342","126","73583395","50526511","8","0","7","0","0","61","0","67","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","61","67","0","127","0","0","0","1"
"337","337","305","41949116","23185287","20","0","82","0","0","211","30","251","10","1","356","30","554","10","1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","363","562","1","306","0","0","8","10"
"344","344","107","74001260","93244002","12","2","9","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","43","25","0","108","0","0","0","0"
"345","345","22","37281345","17562640","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","0","2","0","23","0","0","0","1"
"346","346","78","75777607","90387815","4","0","7","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","5","15","0","79","0","1","0","1"
"347","347","91","47650645","62029723","3","0","1","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","4","5","0","92","0","0","0","0"
"343","343","313","9847500","28351201","1","0","4","0","0","39","0","72","0","1","431","0","688","0","8","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","469","730","9","314","0","0","2","10"
"349","349","141","86780456","25054832","3","0","3","0","0","20","0","18","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","21","18","0","142","0","2","1","1"
"350","350","146","40798470","86479125","16","0","41","0","0","109","21","134","5","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","110","134","0","147","1","0","3","4"
"348","348","387","63300385","41514471","18","2","32","2","0","188","19","349","7","4","336","19","660","7","6","366","19","693","7","7","0","0","0","0","0","0","0","0","0","0","366","693","7","388","0","1","4","7"
"352","352","96","50896068","66612916","2","0","1","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","6","2","0","97","0","0","0","0"
"353","353","206","13998592","26580759","27","0","66","0","0","333","50","385","11","3","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","344","391","3","207","0","0","4","5"
"351","351","356","42326576","19029798","22","2","94","0","0","243","29","390","9","4","383","51","703","16","5","439","51","761","16","7","0","0","0","0","0","0","0","0","0","0","440","762","7","357","0","1","4","7"
"354","354","70","26070759","74113465","4","0","1","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","8","4","0","71","0","0","0","2"
"355","355","87","63154538","51331220","4","0","7","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","10","18","0","88","0","0","1","0"
"356","356","75","20117685","42940631","2","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","8","6","1","76","0","0","0","0"
"358","358","399","2645171","1273030","5","0","3","0","0","22","0","55","0","1","125","0","296","0","2","184","0","364","0","3","0","0","0","0","0","0","0","0","0","0","187","364","3","400","2","3","1","3"
"357","357","330","63024911","83083567","38","3","101","0","0","193","33","275","5","1","426","45","731","7","3","461","45","752","7","3","0","0","0","0","0","0","0","0","0","0","461","752","3","331","0","0","9","9"
"360","360","27","3634285","73412667","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","1","2","0","28","0","0","0","1"
"359","359","80","97167031","81263452","4","0","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","10","7","0","81","0","0","0","0"
"362","362","43","99222128","14719478","3","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","3","2","0","44","0","0","0","0"
"361","361","99","72291483","77863600","3","0","1","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","6","6","0","100","0","0","0","0"
"364","364","72","76031635","55179022","3","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","6","5","0","73","0","0","0","0"
"365","365","135","43700912","30959211","15","14","6","3","0","24","14","25","3","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","24","26","1","136","0","0","0","0"
"363","363","224","12897084","41459162","27","1","81","0","1","238","16","363","2","7","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","284","489","9","225","0","0","3","8"
"367","367","97","62175681","34084629","1","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","8","8","0","98","0","0","0","0"
"366","366","308","99510539","63525203","4","0","13","0","0","74","0","165","0","1","107","0","235","0","2","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","110","240","2","309","0","0","2","1"
"369","369","301","50700250","48452691","5","1","4","0","0","91","19","70","9","0","195","19","348","9","1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","206","358","1","302","0","0","2","1"
"370","370","104","60203305","24894457","16","13","5","2","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","22","12","0","105","0","0","0","0"
"368","368","416","57644239","37736151","29","2","134","1","0","287","71","397","16","9","356","71","561","16","11","407","71","705","16","11","0","0","0","0","0","0","0","0","0","0","407","709","11","417","0","0","4","3"
"371","371","121","77654647","69502407","33","2","76","0","1","262","64","302","13","5","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","262","302","5","122","0","0","6","9"
"372","372","160","54075527","67439687","19","14","9","3","0","106","14","203","3","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","111","207","1","161","0","0","3","2"
"374","374","131","94256968","1509343","12","0","10","0","2","55","10","60","1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","55","60","2","132","0","0","2","0"
"375","375","113","1843797","20448466","6","1","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","35","17","2","114","0","0","0","1"
"373","373","291","85234719","28955772","26","2","68","1","0","267","12","431","8","7","486","49","797","16","11","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","488","804","11","292","0","0","6","22"
"377","377","73","38566148","4140870","2","1","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","14","7","1","74","0","0","0","0"
"378","378","62","13251476","21324865","3","0","1","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","4","3","0","63","0","0","1","0"
