"BehaviorSpace results (NetLogo 6.1.2-beta2)"
"SIsaR_0.9.5TRIALS_wave2.nlogo"
"experiments 2 seeds"
"12/01/2020 15:23:53:698 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","50","0","50"
"[run number]","run#","[step]","seed0","seed","cp1cRed","cp1cRedNH","cp1cViolet","cp1cVioletNH","cp1cDead","cp2cRed","cp2cRedNH","cp2cViolet","cp2cVioletNH","cp2cDead","cp3cRed","cp3cRedNH","cp3cViolet","cp3cVioletNH","cp3cDead","cp4cRed","cp4cRedNH","cp4cViolet","cp4cVioletNH","cp4cDead","cumulativeRedCount","cumulativeVioletCount","cumulativeDeadCount","ticks","TinfSch","SinfSch","TinfNotSch","SinfNotSch"
"171","171","112","123456","47221302","6","1","5","0","0","42","20","24","5","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","42","24","1","113","0","0","1","1"
"172","172","123","123456","91739347","4","0","6","0","0","19","0","22","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","19","23","0","124","0","0","1","2"
"169","169","307","123456","19926597","11","0","15","1","0","105","18","220","10","1","236","33","485","16","4","271","39","504","16","5","275","505","5","308","0","0","3","4"
"174","174","136","123456","77533504","7","0","4","0","0","32","0","24","0","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","33","26","2","137","0","0","1","0"
"173","173","228","123456","91415888","2","0","6","0","0","21","0","40","0","0","41","0","93","0","1","-1","-1","-1","-1","-1","42","94","1","229","0","0","2","1"
"170","170","404","123456","18731073","25","0","45","0","0","166","24","191","6","5","227","24","354","6","5","259","24","419","6","5","284","446","5","405","0","0","11","5"
"176","176","97","123456","24829127","10","0","6","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","17","14","0","98","1","0","1","0"
"178","178","136","123456","63398411","4","0","4","0","0","7","0","9","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","9","9","1","137","0","0","1","1"
"179","179","132","123456","13318612","5","4","9","4","0","35","31","25","15","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","37","25","0","133","1","0","1","0"
"175","175","320","123456","25314633","21","15","18","4","0","163","37","246","12","0","309","37","551","12","2","395","54","684","20","3","400","684","3","321","1","3","7","10"
"180","180","236","123456","57281960","7","0","8","0","0","83","0","152","0","2","93","0","172","0","2","-1","-1","-1","-1","-1","93","174","2","237","0","0","4","1"
"177","177","363","123456","14540625","35","5","58","3","1","161","15","244","4","4","325","15","604","4","6","381","15","683","4","6","398","702","6","364","0","1","7","6"
"182","182","80","123456","30779310","10","9","6","2","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","13","11","0","81","0","0","1","0"
"181","181","167","123456","62641737","7","1","9","0","0","113","15","148","4","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","117","149","2","168","0","0","3","1"
"184","184","114","123456","25830923","21","12","15","7","0","48","27","45","13","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","48","45","0","115","0","0","1","0"
"183","183","272","123456","9135218","30","2","70","0","0","195","34","220","6","2","238","34","301","6","3","242","34","304","6","3","242","304","3","273","0","0","4","5"
"187","187","143","123456","88113542","7","0","4","1","0","28","14","17","5","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","28","20","0","144","0","0","1","0"
"188","188","106","123456","82613006","6","0","7","0","1","28","0","32","0","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","28","32","2","107","0","0","1","0"
"185","185","339","123456","68052499","12","0","33","1","1","122","6","166","4","2","212","6","444","4","5","261","6","489","4","5","285","536","5","340","1","0","4","6"
"186","186","341","123456","6193685","40","32","16","8","1","123","35","122","9","4","269","35","490","9","7","364","35","682","9","10","376","697","10","342","0","0","4","3"
"189","189","111","123456","20201307","22","8","29","2","1","58","8","95","2","3","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","58","95","3","112","0","0","1","2"
"192","192","119","123456","60974180","6","0","11","1","0","33","17","34","8","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","33","34","1","120","0","0","1","0"
"193","193","166","123456","80345770","17","0","13","0","0","77","0","73","0","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","83","78","2","167","0","0","3","0"
"194","194","59","123456","7951616","4","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","4","5","0","60","0","0","1","0"
"190","190","266","123456","31611488","13","9","8","3","0","92","34","163","10","0","265","34","594","10","3","282","34","611","10","4","282","611","4","267","0","1","2","4"
"191","191","249","123456","12368805","38","29","22","9","1","179","38","201","10","4","272","38","405","10","5","-1","-1","-1","-1","-1","276","406","6","250","0","0","5","3"
"195","195","65","123456","14419155","3","0","6","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","3","7","0","66","1","0","1","0"
"196","196","83","123456","35541863","3","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","7","6","0","84","0","0","1","0"
"199","199","74","123456","60162000","3","1","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","18","7","1","75","0","0","1","0"
"197","197","114","123456","57152106","14","0","18","0","0","100","0","113","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","100","113","1","115","0","0","4","1"
"198","198","123","123456","44654098","11","1","9","0","0","40","20","33","5","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","41","33","0","124","0","0","1","1"
"200","200","115","123456","66557707","27","21","12","4","1","59","43","39","12","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","59","39","1","116","0","1","1","1"
"202","202","120","123456","47690400","28","20","14","5","0","56","36","39","8","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","56","39","1","121","0","0","3","0"
"203","203","86","123456","56301008","4","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","5","11","0","87","1","0","1","1"
"201","201","173","123456","74761452","7","0","11","0","0","49","0","54","0","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","54","57","2","174","1","0","1","3"
"206","206","76","123456","68982065","0","0","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","6","0","77","1","0","1","0"
"205","205","86","123456","47032233","4","0","8","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","10","14","0","87","1","0","1","0"
"204","204","165","123456","83397975","1","0","6","0","0","9","0","18","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","10","20","0","166","0","0","1","1"
"207","207","95","123456","3308268","6","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","9","11","0","96","0","0","1","0"
"208","208","107","123456","78011122","3","0","6","0","0","13","0","12","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","13","12","0","108","0","0","1","0"
"210","210","133","123456","27323620","30","18","15","7","0","45","18","32","7","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","46","32","0","134","0","0","2","0"
"211","211","120","123456","38541546","24","17","10","2","0","42","17","39","2","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","42","40","0","121","0","0","1","1"
"213","213","223","123456","80917694","5","0","4","0","1","15","0","15","0","1","19","0","23","0","1","-1","-1","-1","-1","-1","20","24","1","224","0","0","1","1"
"214","214","82","123456","40535651","3","0","4","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","4","7","1","83","0","0","1","1"
"212","212","256","123456","95700635","34","31","18","13","0","109","43","180","20","1","160","43","286","20","1","-1","-1","-1","-1","-1","170","292","1","257","0","0","1","2"
"215","215","111","123456","59918846","3","0","4","0","0","20","0","18","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","20","18","1","112","0","0","1","0"
"209","209","496","123456","68916744","16","9","12","2","0","48","9","53","2","0","90","9","135","2","1","118","9","213","2","1","282","529","5","497","2","2","5","10"
"218","218","107","123456","54808660","7","0","6","0","0","34","0","20","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","34","20","0","108","0","0","1","0"
"216","216","227","123456","82619562","8","0","7","0","0","74","54","37","10","0","102","55","97","10","0","-1","-1","-1","-1","-1","104","98","0","228","1","0","1","0"
"220","220","93","123456","54027793","3","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","13","12","0","94","0","0","1","1"
"217","217","339","123456","58168700","13","11","6","2","0","65","17","132","2","0","220","17","423","2","0","286","17","612","2","2","321","650","2","340","1","0","2","7"
"221","221","311","123456","33801977","21","3","26","0","0","71","9","89","2","0","172","9","297","2","0","302","9","569","2","2","311","578","3","312","0","0","5","6"
"219","219","398","123456","25709999","3","0","4","0","0","21","0","24","0","1","161","0","331","0","4","303","0","575","0","7","372","700","10","399","0","0","5","7"
"224","224","58","123456","10799281","6","0","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","8","6","0","59","1","2","1","0"
"222","222","255","123456","63842193","4","0","9","0","0","45","0","74","0","0","240","0","538","0","2","-1","-1","-1","-1","-1","248","547","2","256","0","0","2","8"
"226","226","119","123456","666684","25","20","16","5","0","58","20","56","5","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","59","56","1","120","0","1","1","1"
"227","227","49","123456","32199226","6","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","6","4","0","50","0","0","1","1"
"223","223","405","123456","58974111","31","1","77","1","0","231","54","246","11","1","265","54","318","11","1","308","54","431","11","1","387","614","4","406","0","0","5","8"
"225","225","315","123456","76433236","10","7","5","2","0","57","8","136","3","0","262","10","512","3","1","331","35","589","8","5","363","601","6","316","0","0","6","12"
"230","230","91","123456","30826824","4","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","7","7","0","92","0","0","1","0"
"231","231","150","123456","53729831","16","1","29","0","0","75","15","97","4","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","76","98","1","151","0","0","1","1"
"228","228","377","123456","26171996","7","0","10","0","0","32","0","34","0","1","68","0","100","0","4","149","0","266","0","6","232","410","7","378","1","0","3","2"
"233","233","71","123456","74005422","1","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","2","0","72","0","0","1","0"
"234","234","77","123456","44992659","6","0","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","10","7","0","78","1","0","1","1"
"229","229","317","123456","66973569","6","0","11","0","0","33","0","53","0","2","217","11","453","2","6","286","29","553","7","12","292","560","12","318","2","1","4","4"
"235","235","186","123456","58441454","13","0","27","0","0","117","0","185","0","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","123","191","2","187","0","0","1","3"
"237","237","168","123456","35746495","6","0","6","0","0","20","0","24","0","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","22","26","2","169","0","0","1","0"
"232","232","434","123456","70613066","20","19","8","5","0","54","20","77","5","1","185","20","363","5","3","285","20","592","5","4","336","683","5","435","0","1","3","3"
"236","236","310","123456","5939000","18","13","12","2","0","70","16","88","3","1","237","16","435","3","2","293","16","578","3","4","298","582","5","311","2","2","7","5"
"238","238","94","123456","87592403","2","0","6","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","7","10","0","95","1","2","1","0"
"239","239","109","123456","19158190","5","0","9","0","0","21","0","20","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","21","20","1","110","0","0","1","1"
"240","240","76","123456","49732231","8","2","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","28","13","1","77","1","0","1","0"
"241","241","108","123456","26697384","5","0","7","0","0","16","0","12","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","16","12","0","109","0","0","2","0"
"242","242","103","123456","63995557","19","17","10","8","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","41","23","0","104","0","0","1","0"
"244","244","273","123456","44622301","15","0","28","0","0","102","0","243","0","2","223","0","549","0","3","273","0","614","0","3","274","614","3","274","1","0","2","12"
"243","243","397","123456","39194297","7","0","5","0","0","90","0","174","0","0","253","27","493","8","2","359","67","622","17","4","386","695","5","398","0","0","4","7"
"245","245","320","123456","28594231","21","0","35","0","1","155","16","185","3","4","299","16","499","3","5","333","16","561","3","5","338","571","5","321","0","0","9","6"
"246","246","128","123456","46305595","8","0","6","0","0","21","0","17","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","21","18","0","129","0","0","2","0"
"247","247","74","123456","11939986","2","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","7","8","0","75","1","0","1","0"
"248","248","126","123456","59521753","1","0","6","0","0","17","0","17","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","17","18","0","127","0","0","1","1"
"249","249","86","123456","17314420","3","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","6","5","0","87","0","0","1","0"
"251","251","135","123456","14919681","5","0","7","0","0","14","0","13","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","15","13","0","136","0","0","1","1"
"253","253","100","123456","32435570","8","7","5","3","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","13","10","0","101","0","0","1","0"
"250","250","323","123456","99470402","10","0","17","0","0","47","0","45","0","0","96","0","139","0","1","118","0","187","0","3","126","192","3","324","1","0","3","3"
"255","255","91","123456","16715137","5","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","6","7","0","92","0","1","1","0"
"254","254","248","123456","11372763","18","11","15","3","0","62","16","87","3","2","154","16","260","3","3","-1","-1","-1","-1","-1","161","264","3","249","0","0","4","2"
"252","252","401","123456","39484381","7","0","11","0","0","65","0","90","0","1","149","0","265","0","3","219","0","396","0","4","314","568","6","402","0","3","4","3"
"258","258","134","123456","84041649","4","0","7","0","0","11","0","11","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","12","11","0","135","1","0","1","0"
"256","256","295","123456","16062291","7","0","10","0","0","34","0","56","0","1","150","0","324","0","3","182","0","370","0","3","183","373","3","296","0","0","3","2"
"260","260","178","123456","90370593","61","49","28","13","0","82","51","62","14","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","86","67","0","179","1","0","2","0"
"257","257","331","123456","37819718","14","9","17","2","0","124","16","179","3","0","204","16","371","3","0","239","16","498","3","1","243","509","1","332","0","1","3","5"
"261","261","149","123456","61339759","36","23","36","3","1","109","47","98","12","3","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","111","101","3","150","1","0","2","2"
"262","262","144","123456","38975105","20","12","10","2","0","57","21","83","4","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","62","88","0","145","0","0","1","0"
"259","259","268","123456","37916310","25","15","16","4","0","113","15","166","4","1","292","37","568","7","2","306","37","579","7","3","306","579","3","269","1","0","4","8"
"263","263","106","123456","29785453","4","0","4","0","0","7","0","9","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","7","9","0","107","1","0","1","0"
"264","264","150","123456","82076052","9","7","7","4","0","17","13","16","6","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","20","17","0","151","0","0","1","1"
"266","266","76","123456","45819537","23","17","12","7","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","27","16","1","77","0","0","1","0"
"268","268","195","123456","45895524","65","30","99","13","1","196","58","234","16","4","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","199","238","4","196","0","0","3","3"
"269","269","82","123456","22178653","5","1","7","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","24","22","0","83","0","0","2","1"
"265","265","376","123456","2839616","14","7","9","2","0","92","14","177","5","4","218","14","495","5","7","243","14","532","5","7","264","571","8","377","1","0","5","2"
"270","270","128","123456","65908392","9","0","9","0","0","35","0","25","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","36","25","1","129","0","0","1","0"
"267","267","306","123456","95565310","46","23","32","6","0","178","64","163","20","2","347","64","564","20","5","395","64","619","20","5","397","624","5","307","0","0","2","3"
"271","271","160","123456","31822606","7","0","8","0","0","41","0","31","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","44","34","0","161","0","1","1","1"
"273","273","100","123456","82444881","20","12","19","7","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","39","37","0","101","0","0","1","0"
"274","274","79","123456","76484284","5","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","10","3","0","80","0","0","1","0"
"272","272","248","123456","34674432","8","0","16","0","0","49","0","61","0","0","54","0","67","0","0","-1","-1","-1","-1","-1","56","68","0","249","0","0","3","2"
"275","275","140","123456","97263244","6","0","5","0","0","17","0","9","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","18","11","0","141","1","0","1","1"
"278","278","164","123456","18897461","9","0","9","0","0","22","0","25","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","24","25","1","165","0","0","1","0"
"277","277","176","123456","94382228","16","12","14","2","0","86","22","77","3","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","93","85","2","177","1","0","1","1"
"279","279","64","123456","20780763","3","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","5","3","1","65","0","0","1","0"
"280","280","101","123456","23396646","23","17","11","5","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","43","23","0","102","1","0","2","0"
"281","281","113","123456","71193185","5","0","5","0","0","23","0","14","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","23","14","0","114","0","0","1","0"
"282","282","67","123456","80167401","3","0","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","5","8","0","68","1","0","1","1"
"284","284","103","123456","47890039","3","0","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","11","8","0","104","0","0","1","0"
"283","283","128","123456","13741696","21","15","12","4","0","62","35","46","9","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","62","47","1","129","0","0","1","0"
"286","286","106","123456","28365041","5","0","5","0","0","13","0","13","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","13","13","0","107","0","0","1","0"
"276","276","425","123456","2149441","3","0","8","0","0","55","0","143","0","1","204","0","464","0","4","296","14","577","4","6","336","661","6","426","1","1","1","6"
"287","287","68","123456","61926128","3","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","5","5","0","69","0","0","1","0"
"289","289","196","123456","22999832","6","0","6","0","0","74","0","151","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","83","162","2","197","0","0","1","0"
"290","290","107","123456","51276530","4","0","7","0","0","10","0","19","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","10","19","0","108","0","0","1","1"
"288","288","324","123456","32548769","10","1","17","0","0","129","9","203","2","5","274","9","534","2","9","345","9","671","2","10","349","687","10","325","0","3","5","6"
"285","285","480","123456","86405238","13","5","15","0","0","158","33","226","5","2","282","33","511","5","3","358","62","613","11","4","374","643","6","481","2","2","5","11"
"293","293","75","123456","47360032","2","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","5","4","0","76","0","0","1","0"
"291","291","214","123456","53151293","11","1","26","0","0","67","9","107","2","2","74","9","122","2","3","-1","-1","-1","-1","-1","75","122","3","215","1","0","1","1"
"294","294","84","123456","71441119","3","0","6","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","11","10","0","85","2","0","1","0"
"295","295","83","123456","75241069","3","1","10","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","29","23","1","84","1","0","1","0"
"292","292","166","123456","71515990","3","0","8","2","0","75","21","166","4","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","87","175","2","167","0","1","3","1"
"296","296","107","123456","79931160","20","17","10","2","0","40","27","17","3","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","40","17","0","108","0","1","1","0"
"299","299","138","123456","35014483","5","1","7","0","0","37","18","23","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","39","25","0","139","0","0","2","3"
"297","297","220","123456","27132096","4","0","5","0","0","19","0","52","0","1","49","0","98","0","1","-1","-1","-1","-1","-1","50","98","1","221","0","0","2","0"
"300","300","59","123456","25377556","5","0","6","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","5","9","0","60","0","0","1","0"
"298","298","352","123456","78590667","39","0","66","0","1","164","30","249","10","3","301","30","599","10","4","349","30","675","10","5","363","717","5","353","0","2","6","6"
"301","301","294","123456","73696082","3","0","10","0","0","50","0","79","0","1","147","0","287","0","2","207","0","399","0","3","210","401","3","295","0","0","4","3"
"304","304","77","123456","86936483","1","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","3","4","0","78","2","0","1","0"
"303","303","229","123456","15703649","19","15","12","3","0","50","16","56","3","0","108","16","199","3","1","-1","-1","-1","-1","-1","108","201","1","230","0","1","2","2"
"302","302","461","123456","36754033","13","8","11","3","0","41","8","86","3","0","129","8","270","3","1","187","8","424","3","1","278","605","3","462","1","0","4","6"
"307","307","97","123456","49102842","12","3","6","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","37","25","0","98","0","0","1","0"
"306","306","161","123456","61148650","1","0","4","0","0","7","0","10","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","9","10","0","162","0","0","1","0"
"309","309","109","123456","64129267","3","0","2","0","0","4","0","12","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","4","12","0","110","0","0","1","1"
"305","305","342","123456","33895067","8","0","12","0","0","121","0","153","0","3","293","0","546","0","6","304","0","565","0","6","308","572","6","343","0","1","7","6"
"311","311","137","123456","38456964","9","0","5","0","0","23","0","23","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","26","24","0","138","0","0","1","1"
"308","308","270","123456","71629555","23","0","55","0","0","149","0","200","0","1","199","0","283","0","2","201","0","288","0","2","201","288","2","271","0","0","2","3"
"313","313","130","123456","94673429","6","0","9","0","0","17","0","23","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","18","24","1","131","1","0","1","0"
"310","310","350","123456","61876304","10","1","22","0","0","97","21","111","9","0","196","21","362","9","2","305","21","659","9","2","348","720","4","351","2","3","6","4"
"312","312","291","123456","26839830","22","8","20","3","0","104","24","172","5","1","218","24","356","5","1","222","24","359","5","1","224","359","1","292","0","0","2","1"
"316","316","94","123456","88556219","4","0","6","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","16","16","1","95","0","0","1","0"
"314","314","249","123456","8119684","3","0","9","0","0","88","0","188","0","3","232","0","442","0","6","-1","-1","-1","-1","-1","234","447","6","250","0","0","4","2"
"317","317","167","123456","60202510","4","0","5","0","0","77","0","175","0","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","81","180","2","168","0","0","4","5"
"315","315","321","123456","99759030","29","1","53","1","0","206","25","256","4","2","329","25","519","4","3","338","25","533","4","3","339","535","3","322","0","1","3","5"
"320","320","152","123456","80194217","4","0","4","0","1","8","0","10","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","11","12","1","153","0","0","1","0"
"318","318","301","123456","41708152","48","20","59","6","0","207","28","292","8","3","344","28","623","8","6","349","28","632","8","6","351","634","6","302","0","0","7","6"
"321","321","103","123456","76782576","7","0","9","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","19","24","0","104","0","0","1","1"
"322","322","59","123456","56620824","3","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","3","5","1","60","1","0","1","0"
"323","323","72","123456","68334524","5","0","3","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","6","4","0","73","0","0","1","0"
"319","319","359","123456","58635763","6","0","7","0","0","15","0","20","0","0","106","0","337","0","2","191","0","504","0","6","210","529","6","360","0","2","5","10"
"326","326","195","123456","97553179","23","18","13","3","0","50","20","32","5","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","53","39","0","196","1","0","2","1"
"327","327","90","123456","36808297","11","0","5","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","15","12","0","91","1","0","1","0"
"328","328","113","123456","27440690","6","0","6","0","0","16","0","16","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","16","16","0","114","0","1","1","0"
"324","324","314","123456","49943128","12","0","14","0","0","105","0","161","0","2","239","0","506","0","4","276","0","576","0","4","281","582","4","315","0","0","4","8"
"329","329","72","123456","41160164","25","19","9","6","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","28","15","1","73","0","0","1","0"
"325","325","327","123456","80553633","8","0","17","0","0","100","0","195","0","0","241","0","510","0","2","320","0","647","0","3","325","651","3","328","0","1","2","12"
"331","331","74","123456","14012329","2","0","3","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","3","5","1","75","0","0","1","0"
"330","330","174","123456","13250122","3","0","11","0","0","24","0","41","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","28","44","0","175","0","1","2","0"
"333","333","263","123456","86269717","34","13","49","4","0","176","39","231","12","3","230","53","330","21","4","235","53","332","21","4","235","332","4","264","0","0","4","3"
"332","332","288","123456","59627522","10","4","9","3","0","72","7","136","3","0","196","7","424","3","1","218","7","448","3","2","219","448","2","289","1","0","2","0"
"334","334","406","123456","2011063","32","14","32","5","0","123","29","147","11","1","159","29","248","11","1","222","29","351","11","2","344","626","3","407","1","1","7","8"
"337","337","81","123456","23185287","14","14","4","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","18","8","0","82","0","0","1","0"
"335","335","299","123456","71102915","21","16","14","3","0","102","16","100","3","2","126","16","119","3","2","154","16","187","3","3","155","189","3","300","1","0","3","1"
"338","338","131","123456","11561424","9","0","5","0","0","23","0","14","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","23","15","0","132","0","0","1","0"
"336","336","390","123456","78444725","23","16","16","3","1","108","30","91","8","2","119","30","113","8","2","142","30","211","8","2","213","383","3","391","0","1","3","4"
"340","340","179","123456","87528786","11","0","11","0","0","42","0","38","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","45","43","1","180","0","0","1","1"
"342","342","145","123456","50526511","7","0","5","0","0","25","0","24","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","27","25","0","146","1","0","2","0"
